CICLO,MES,CLAVE_DE_CONCEPTO,NOMBRE,TEMA,SUBTEMA,SECTOR,AMBITO,TIPO_DE_INFORMACION,BASE_DE_REGISTRO,UNIDAD_DE_MEDIDA,PERIODO_INICIO,PERIODO_FINAL,FRECUENCIA,DIFUSION,MONTO
2010,Junio,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,2505519
2013,Junio,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,1774251
2012,Junio,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,814972
2014,Junio,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-752315
2003,Septiembre,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,2436770
2002,Septiembre,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-4719201
2006,Septiembre,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,4602183
2004,Septiembre,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,9477584
2005,Septiembre,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-5556384
2007,Septiembre,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,1659507
2001,Septiembre,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-29453801
2008,Septiembre,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,2189360
2009,Septiembre,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,3006305
2011,Septiembre,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-5317370
2010,Septiembre,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-4762882
2013,Septiembre,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-2581882
2012,Septiembre,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-3234430
2014,Septiembre,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-431518
2001,Diciembre,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-9610343
2006,Diciembre,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-16991597
2004,Diciembre,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,369648
2007,Diciembre,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-8631191
2003,Diciembre,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,8282127
2002,Diciembre,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,19505755
2005,Diciembre,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-2528480
2008,Diciembre,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-19174772
2009,Diciembre,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-3959754
2011,Diciembre,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-697743
2010,Diciembre,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-5752493
2013,Diciembre,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-2960501
2012,Diciembre,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-2865659
2014,Diciembre,RF160,Sector p?blico financiero,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-2969699
2003,Marzo,RF010,Balance tradicional,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,27247204
2002,Marzo,RF010,Balance tradicional,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-6394669
2004,Marzo,RF010,Balance tradicional,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,47211439
2005,Marzo,RF010,Balance tradicional,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,26403541
2006,Marzo,RF010,Balance tradicional,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,49908182
2001,Marzo,RF010,Balance tradicional,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,13322288
2007,Marzo,RF010,Balance tradicional,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,102436349
2008,Marzo,RF010,Balance tradicional,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,100814926
2009,Marzo,RF010,Balance tradicional,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-38337066
2010,Marzo,RF010,Balance tradicional,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,11320762
2011,Marzo,RF010,Balance tradicional,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,1262101
2013,Marzo,RF010,Balance tradicional,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,40172342
2012,Marzo,RF010,Balance tradicional,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-49547602
2014,Marzo,RF010,Balance tradicional,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-61921895
2004,Junio,RF010,Balance tradicional,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,9545690
2003,Junio,RF010,Balance tradicional,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,35653023
2001,Junio,RF010,Balance tradicional,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-119822
2002,Junio,RF010,Balance tradicional,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,30339664
2007,Junio,RF010,Balance tradicional,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,8927505
2006,Junio,RF010,Balance tradicional,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,33156734
2005,Junio,RF010,Balance tradicional,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,14673542
2008,Junio,RF010,Balance tradicional,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-15442725
2009,Junio,RF010,Balance tradicional,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-56282732
2010,Junio,RF010,Balance tradicional,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-113031748
2011,Junio,RF010,Balance tradicional,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-126693348
2013,Junio,RF010,Balance tradicional,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-115792752
2012,Junio,RF010,Balance tradicional,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-93073545
2014,Junio,RF010,Balance tradicional,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-184599685
2004,Septiembre,RF010,Balance tradicional,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,23174895
2003,Septiembre,RF010,Balance tradicional,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-17572731
2001,Septiembre,RF010,Balance tradicional,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-7929818
2002,Septiembre,RF010,Balance tradicional,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-10644256
2007,Septiembre,RF010,Balance tradicional,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,26841806
2006,Septiembre,RF010,Balance tradicional,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,56102974
2005,Septiembre,RF010,Balance tradicional,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,60527164
2008,Septiembre,RF010,Balance tradicional,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,54480616
2009,Septiembre,RF010,Balance tradicional,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-27469913
2010,Septiembre,RF010,Balance tradicional,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-75084957
2011,Septiembre,RF010,Balance tradicional,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-53556137
2013,Septiembre,RF010,Balance tradicional,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-112803993
2012,Septiembre,RF010,Balance tradicional,Requerimientos Financieros del Sector P?blico,RFSP,Sector P?blico Federal,Federal,Flujo,Pagado,Miles de Pesos,2001-01,2014-12,Trimestral,30 d?as despu?s del cierre del trimestre de referencia,-33292691
